commitID,NS,ND,NF,Entropy,LA,LD,LT,FIX,NDEV,bug
2317,1,1,1,0,18,1,1321,1,20,0
2318,1,1,1,0,1,12,1303,1,20,0
2319,1,1,1,0,12,1,1313,1,20,0
2325,1,1,1,0,1,1,1425,1,12,0
2334,1,1,3,0.903213977,4,6,469,0,18,0
2347,1,1,1,0,5,3,1502,1,15,0
2351,1,1,1,0,73,1,1449,0,14,0
2352,1,1,1,0,1,7,1381,0,14,0
2361,1,1,4,0.737190543,8,0,884,1,39,0
2362,1,1,1,0,1,1,1608,1,28,0
2363,1,1,2,0.918295834,1,1,1199,1,30,0
2364,1,1,1,0,2,2,1608,1,26,0
2365,1,1,1,0,0,1,1608,1,26,0
2366,1,1,1,0,1,1,1609,1,26,0
2367,1,1,1,0,2,1,1609,1,26,0
2368,1,1,1,0,1,0,1607,1,26,0
2369,1,1,1,0,6,2,1606,1,25,0
2370,1,1,1,0,1,1,1602,1,23,0
2371,1,1,1,0,1,1,1602,1,23,0
2372,1,1,1,0,1,1,1602,1,23,0
2373,1,1,4,0.852884751,23,17,766,1,28,0
2374,1,1,1,0,1,0,1598,1,22,0
2375,1,1,1,0,15,1,1597,1,20,0
2376,1,1,1,0,1,10,1579,1,20,0
2377,1,1,1,0,10,1,1589,1,20,0
2378,1,1,1,0,1,1,1579,1,19,0
2379,1,1,3,0.595905918,5,1,1090,1,23,0
2380,1,1,1,0,4,1,1577,1,18,0
2381,1,1,2,0.877962001,15,7,849,1,18,0
2382,1,1,2,0.468995594,0,4,1237,1,21,0
2384,1,1,1,0,6,0,1568,1,17,0
2385,1,1,1,0,1,1,1564,1,17,0
2386,1,1,1,0,27,8,1564,1,17,0
2387,1,1,1,0,1,0,1544,1,17,0
2388,1,1,1,0,13,8,1544,1,16,0
2390,1,1,5,0.916969468,3,5,874,1,25,0
2391,1,1,6,0.843575928,8,8,821,1,25,0
2394,1,1,1,0,1,0,1948,1,20,0
2397,1,1,1,0,3,3,1958,1,20,0
2400,2,2,3,0.884614874,3,3,1011,1,20,0
2402,1,1,1,0,79,79,1941,0,20,0
2403,1,1,1,0,3,2,1941,0,20,0
2404,1,1,2,0.086312457,127,123,1478,0,24,0
2405,1,1,2,0.918295834,3,1,1475,1,24,0
2407,1,1,1,0,18,3,1935,1,20,0
2408,1,1,1,0,4,0,1912,0,19,0
2409,1,1,1,0,3,1,1905,0,19,0
2410,1,1,1,0,2,1,1905,1,19,0
2411,1,1,1,0,14,0,1903,0,19,0
2412,1,1,1,0,1,0,1881,0,19,0
2414,1,1,1,0,17,0,1845,0,19,0
2415,1,1,3,0.69136983,4,3,1118,0,24,0
2416,1,1,2,0.522559375,7,1,1098,0,22,0
2418,2,2,3,0.549345097,2,12,855,0,24,0
2419,2,2,3,0.621821403,13,1,1083,1,23,0
2420,1,1,5,0.785854971,5,4,726,1,21,0
2421,1,1,1,0,27,26,1817,1,19,0
2424,1,1,2,0.924133542,9,15,1153,1,21,0
2430,1,1,4,0.811035078,6,6,786,0,24,0
2431,1,1,1,0,3,1,1723,1,19,0
2435,1,1,3,0.719879969,10,1,1169,1,23,0
2436,1,1,1,0,1,1,1691,0,19,0
2437,1,1,2,0.182138465,28,38,1109,0,19,0
2439,1,1,1,0,112,35,1691,0,19,0
2440,1,1,4,0.811035078,6,6,815,0,24,0
2441,1,1,3,0.742591846,13,3,1137,0,23,0
2442,1,1,1,0,3,1,1769,1,19,0
2445,1,1,1,0,1,1,1731,1,19,0
2446,1,1,3,0.588093032,77,3,1000,1,21,0
2447,1,1,2,0.918295834,6,0,1353,1,23,0
2448,1,1,1,0,1792,0,2161,0,22,0
2454,2,2,4,0.844820122,6,2,1124,1,37,0
2455,1,1,2,0.155103272,27,3,1504,1,34,0
2456,1,1,1,0,11,6,2522,1,31,0
2457,1,1,1,0,0,5,2519,1,31,0
2458,1,1,1,0,5,0,2528,1,31,0
2460,1,1,2,0.650022422,6,3,1691,1,35,0
2461,1,1,1,0,5,0,2513,1,30,0
2462,1,1,1,0,2,1,2509,1,29,0
2463,1,1,1,0,3,2,2509,1,29,0
2464,1,1,1,0,11,0,2506,1,29,0
2465,1,1,1,0,3,1,2487,1,29,0
2466,1,1,1,0,0,2,2486,1,29,0
2467,1,1,1,0,1,4,2487,1,29,0
2469,1,1,1,0,2,2,2465,1,28,0
2470,1,1,1,0,5,8,2465,1,28,0
2471,1,1,1,0,1,1,2471,1,28,0
2472,1,1,1,0,4,0,2471,1,28,0
2473,1,1,1,0,19,0,2467,1,28,0
2474,1,1,1,0,2,5,2435,1,28,0
2475,1,1,1,0,7,5,2437,1,28,0
2476,1,1,1,0,0,0,2434,1,28,0
2477,1,1,1,0,4,1,2434,1,28,0
2478,1,1,1,0,0,0,2431,1,28,0
2479,1,1,1,0,4,4,2431,1,28,0
2480,1,1,1,0,1,1,2431,1,27,0
2483,1,1,1,0,0,0,2433,1,27,0
2486,1,1,1,0,0,0,2402,1,27,0
2488,1,1,1,0,0,0,2544,1,37,0
2490,1,1,1,0,5,3,2540,1,33,0
2491,2,2,4,0.775810288,8,0,1053,1,38,0
2494,1,1,1,0,20,32,2455,1,33,0
2495,1,1,1,0,32,20,2460,1,33,0
2496,1,1,1,0,1,2,2455,1,33,0
2497,1,1,1,0,1,0,2456,1,33,0
2498,1,1,1,0,4,0,2454,1,33,0
2499,1,1,1,0,7,2,2448,1,33,0
2500,1,1,1,0,2,4,2440,1,33,0
2501,2,2,2,0.57700425,9,10,1328,1,34,0
2503,1,1,1,0,1,2,2410,1,31,0
2504,1,1,1,0,12,10,2409,1,31,0
2506,2,2,3,0.364373718,46,28,980,1,36,0
2508,2,2,2,1,1,1,1232,1,31,0
2511,2,2,2,0.591672779,3,1,1905,1,31,0
2516,1,1,1,0,9,1,2645,1,37,0
2517,1,1,1,0,0,0,2631,1,37,0
2519,1,1,1,0,1,0,2627,1,36,0
2520,1,1,1,0,0,0,2626,1,36,0
2521,1,1,1,0,0,0,2626,1,36,0
2522,1,1,1,0,0,0,2626,1,36,0
2523,1,1,1,0,0,0,2626,1,36,0
2524,1,1,1,0,1,1,2626,1,36,0
2525,1,1,1,0,1,1,2626,1,36,0
2526,1,1,1,0,0,0,2626,1,36,0
2527,1,1,1,0,1,1,2626,1,35,0
2529,1,1,2,0.985228136,10,0,352,1,36,0
2531,3,8,53,0.891910821,19,16,370,1,47,1
2540,2,2,4,0.951761985,8,6,392,1,33,1
2542,1,1,1,0,52,13,77,1,19,1
2543,1,1,1,0,67,27,75,1,19,0
2545,1,1,1,0,14,14,70,1,19,0
2546,1,1,1,0,129,129,70,1,19,1
2548,1,1,1,0,155,14,71,1,19,1
2549,1,1,1,0,29,15,68,1,18,1
2550,1,1,2,0.811278124,8,0,245,1,26,1
2558,1,1,1,0,211,491,57,1,13,1
2561,1,1,1,0,30,0,66,1,13,0
2564,1,1,1,0,14,0,74,1,11,1
2565,1,1,1,0,616,479,73,1,10,1
2567,1,1,1,0,13,13,80,1,9,1
2570,1,1,1,0,13,13,77,1,7,1
2571,1,1,1,0,26,0,77,1,7,1
2573,1,1,1,0,16,16,63,0,5,0
2581,1,1,17,0.76601784,122,109,128,1,3,1
2583,1,1,3,0.787120357,5,49,196,0,1,0
2585,1,1,3,0,0,0,79,1,1,1
2588,1,1,2,0.994030211,232,232,48,0,2,0
2605,1,1,1,0,59,15,68,1,19,0
2608,1,1,1,0,30,0,66,1,13,0
2613,1,1,2,0.896038233,21,7,289,1,32,0
2615,1,1,1,0,67,27,75,1,19,0
2616,1,1,1,0,68,27,73,1,19,0
2619,2,2,4,0.203283209,9,42,513,1,28,1
2620,1,1,3,0.605919408,246,116,248,1,30,1
2623,2,4,38,0.878719163,24,42,289,1,44,1
2625,1,1,1,0,7,7,280,1,22,0
2628,2,3,4,0.946833372,17,4,392,1,24,1
2630,2,2,2,0.684038436,4,5,588,1,23,0
2634,1,1,1,0,4,4,262,1,20,0
2636,1,1,1,0,15,15,273,1,20,0
2637,1,1,1,0,77,40,273,1,19,1
2639,1,1,1,0,34,4,267,1,17,1
2642,2,2,2,0.845350937,5,6,477,1,19,0
2644,1,1,1,0,9,5,218,1,17,0
2645,1,1,1,0,922,23,219,1,17,1
2648,1,1,1,0,47,9,106,1,14,1
2650,1,1,1,0,10,10,104,1,14,0
2657,1,1,3,0.345955766,203,123,243,1,14,1
2658,1,1,1,0,632,690,87,0,9,1
2660,1,1,1,0,53,43,94,0,9,0
2661,1,1,2,0.997502546,13,12,338,1,14,0
2662,1,1,1,0,21,21,94,0,8,1
2665,1,1,1,0,106,64,47,1,7,0
2666,1,1,2,0.938315352,39,13,298,1,11,1
2669,1,1,1,0,81,189,37,1,3,1
2670,1,1,1,0,1275,1550,40,1,3,1
2672,1,1,1,0,78,98,51,0,1,1
2673,1,1,1,0,0,0,51,0,1,1
2680,1,1,1,0,11,11,90,1,22,0
2681,1,1,1,0,22,22,90,1,17,0
2682,1,1,1,0,11,11,90,1,14,0
2683,1,1,1,0,11,11,90,1,14,0
2688,1,1,1,0,4,4,262,1,20,0
2690,2,3,4,0.946833372,17,5,387,1,24,0
2692,1,1,1,0,15,19,267,1,22,0
2693,1,1,1,0,348,43,46,1,7,0
2694,3,8,57,0.803811411,0,5,355,1,47,1
2700,2,3,13,0.91874006,7,10,473,1,40,1
2702,2,2,9,0.788206982,17,24,439,1,39,1
2704,1,1,1,0,0,20,49,1,6,0
2705,1,1,1,0,740,340,50,1,6,1
2707,2,2,13,0.637950543,34,23,245,1,38,1
2708,3,3,55,0.888465699,7,9,239,1,41,1
2709,1,1,1,0,0,24,42,1,5,0
2711,2,2,4,0.656794882,34,18,313,1,32,1
2715,1,1,1,0,49,24,41,1,1,0
2716,1,1,1,0,0,0,40,1,1,1
2717,1,1,1,0,647,294,51,1,6,0
2718,1,1,1,0,0,20,50,1,6,0
2719,1,1,1,0,647,294,51,1,6,0
2737,2,2,3,1,5,2,557,1,28,1
2739,2,2,10,0.81444255,12,7,494,1,36,1
2741,1,1,1,0,425,300,40,1,23,1
2743,2,2,3,0.882895126,22,22,200,1,33,0
2744,1,1,1,0,56,28,36,1,23,0
2745,1,1,1,0,400,286,35,1,23,1
2747,2,3,7,0.61415971,22,16,360,1,32,1
2748,2,3,4,0.670006501,34,16,406,1,31,1
2751,1,1,1,0,57,86,35,1,20,0
2758,1,1,2,0.391243564,11,3,447,1,23,1
2760,1,1,1,0,26,26,38,1,14,1
2762,1,1,1,0,27,27,37,1,13,0
2764,1,1,1,0,26,0,38,1,13,1
2767,1,1,2,0.517961871,63,63,445,1,20,1
2770,1,1,1,0,17,17,59,1,9,0
2771,1,1,2,0.985228136,9,7,223,1,10,1
2773,1,1,1,0,37,74,54,1,6,0
2775,1,1,1,0,20,40,50,1,6,1
2776,1,1,1,0,20,20,51,1,5,0
2781,1,1,2,0.266764988,97,81,186,0,4,1
2782,1,1,3,0.123604988,30,17,237,0,4,1
2800,1,1,1,0,105,53,38,1,20,0
2802,1,1,2,0.391243564,11,3,473,1,23,0
2803,1,1,1,0,26,26,38,1,14,0
2807,1,1,1,0,83,28,36,1,23,0
2808,1,1,1,0,400,286,35,1,23,0
2809,1,1,1,0,447,316,38,1,23,0
2810,1,1,1,0,0,0,0,1,12,0
2812,1,1,2,0.650022422,8,4,238,1,18,1
2813,1,1,1,0,62,185,65,1,10,1
2814,1,1,1,0,14,14,70,1,9,0
2815,1,1,1,0,43,14,70,1,8,0
2820,1,1,1,0,45,0,66,0,4,0
2825,1,1,1,0,31,0,64,0,1,0
2826,1,1,2,0,0,0,39,1,1,1
2827,1,1,1,0,13,13,80,1,7,0
2832,2,2,9,0.761075529,31,20,316,1,18,0
2843,1,1,1,0,0,0,0,0,13,0
2844,1,1,1,0,0,0,0,0,1,0
2845,1,1,1,0,1845,0,478,0,1,0
2846,1,1,1,0,0,0,0,1,3,0
2848,2,3,11,0.578924771,6,9,775,1,43,1
2853,1,1,1,0,0,0,40,1,1,1
2854,1,1,3,0,1159,1377,23,1,30,1
2855,1,1,1,0,0,8,1070,1,30,0
2856,1,1,1,0,2,0,1077,1,30,0
2859,2,2,5,0.667350731,33,2,885,1,36,1
2860,1,1,3,0.944443368,11,0,1398,1,36,1
2861,1,1,1,0,1,1,1033,1,30,0
2862,1,1,2,0.650022422,4,4,781,1,32,0
2864,1,1,2,0.954434003,6,2,535,1,31,0
2865,1,1,1,0,4,4,1032,1,30,0
2867,2,2,3,0.949044463,20,6,533,1,32,1
2869,2,2,3,0.815620063,5,6,1265,1,35,1
2870,2,2,3,0.522458125,21,23,766,1,33,1
2874,1,1,1,0,1,1,1020,1,29,0
2876,1,1,2,0.965636133,17,0,665,1,32,1
2877,2,2,3,0.982141033,5,5,451,1,30,0
2881,2,4,4,0.773612131,64,0,315,1,30,1
2882,1,1,1,0,7,5,943,1,28,0
2883,1,1,1,0,2,2,941,1,28,0
2888,2,4,6,0.702015602,20,1,708,1,32,1
2889,2,2,2,0.64293835,37,0,745,1,28,1
2892,3,7,15,0.550244305,17,39,311,1,32,1
2895,1,1,1,0,1,1,814,1,28,0
2898,1,1,2,0.918295834,11,0,556,1,29,1
2899,2,2,2,0.960118663,44,8,458,1,27,0
2900,1,1,2,0.791858353,28,23,411,1,27,1
2902,1,1,1,0,4,4,785,1,27,1
2903,1,1,1,0,0,23,785,1,26,0
2904,1,1,1,0,45,4,799,1,26,1
2906,2,2,2,0.918295834,12,2,402,1,24,0
2907,1,1,1,0,1,1,712,1,24,1
2909,1,1,1,0,3,3,712,1,24,0
2910,2,2,2,0.591672779,3,3,580,1,24,1
2912,3,3,4,0.907613995,65,21,756,1,25,1
2914,2,2,3,0.960229718,4,4,399,1,24,0
2916,1,1,1,0,3,3,702,1,23,0
2917,1,1,5,0.798596889,12,7,474,1,25,1
2918,1,1,1,0,1,1,699,1,22,0
2919,1,1,2,0.934068055,27,0,368,1,23,1
2923,1,1,1,0,3,3,675,1,22,1
2925,1,1,1,0,8,6,617,1,22,1
2926,1,1,1,0,2,2,616,1,22,0
2927,1,1,1,0,10,10,616,0,22,0
2928,1,1,1,0,8,8,616,1,22,0
2929,1,1,1,0,11,3,616,1,22,1
2930,2,2,4,0.426406635,152,10,483,1,23,1
2937,1,1,2,0.650022422,1,43,694,1,21,0
2938,1,1,2,0.954434003,24,8,252,1,20,1
2939,1,1,4,0.928819384,139,18,382,1,21,1
2940,1,1,2,0.650022422,44,1,671,1,21,1
2941,1,1,1,0,19,2,420,1,20,0
2942,2,2,3,0.906153829,13,22,350,1,21,0
2943,1,1,1,0,2,2,419,1,19,0
2944,1,1,4,0.970322725,5,9,379,1,22,0
2948,1,1,1,0,12,2,414,1,19,0
2949,1,1,2,0.966618633,6,8,974,1,20,1
2950,1,1,5,0.621657878,4,70,704,1,21,1
2953,1,1,1,0,12,8,519,1,18,1
2960,1,1,1,0,2,2,478,1,16,1
2963,1,1,1,0,2,2,474,1,16,0
2964,1,1,1,0,4,4,474,1,16,1
2966,1,1,2,0.756833632,33,12,612,1,16,0
2967,1,1,1,0,23,9,469,1,15,0
2968,1,1,1,0,4,4,464,1,15,1
2969,1,1,1,0,9,2,464,1,15,1
2972,1,1,1,0,4,4,493,1,13,0
2975,1,1,1,0,8,8,488,1,12,1
2976,1,1,1,0,10,0,488,1,11,0
2979,1,1,2,0.954434003,5,2,582,1,11,0
2981,1,1,1,0,9,0,424,1,9,0
2982,1,1,1,0,2,2,420,1,9,0
2984,1,1,2,0.625262405,31,2,484,1,8,1
2986,1,1,5,0.665039645,174,9,386,1,7,1
2993,1,1,2,1,35,0,368,1,7,1
3002,1,1,6,0.034465627,338,37,354,1,7,1
3005,1,1,2,0.721928095,12,8,121,0,6,0
3007,1,1,1,0,5,5,209,1,6,0
3008,1,1,1,0,14,14,209,0,6,1
3013,1,1,2,0.445693178,143,114,189,0,4,1
3019,1,1,1,0,23,8,133,0,1,0
3020,1,1,3,0.965633607,10,3,232,0,1,0
3028,1,1,1,0,94,21,385,1,8,0
3029,1,1,4,0.878160419,10,9,441,1,20,0
3035,1,1,17,0.652060451,285,264,297,0,24,0
3042,1,1,1,0,14,7,426,1,31,0
3043,1,1,1,0,2,2,423,1,28,0
3044,1,1,1,0,2,2,423,1,28,0
3045,1,1,1,0,2,2,423,1,27,0
3046,1,1,1,0,14,0,423,1,27,0
3047,1,1,1,0,2,2,419,1,24,0
3048,1,1,1,0,2,2,419,1,24,0
3049,1,1,1,0,2,2,419,1,24,0
3052,1,1,1,0,12,2,414,1,19,0
3055,1,1,6,0.756168734,56,27,527,1,23,0
3064,1,1,1,0,5,2,828,1,31,0
3066,1,1,1,0,8,6,825,1,28,0
3067,1,1,1,0,2,2,823,1,28,0
3069,1,1,1,0,2,2,1048,1,31,0
3072,1,1,1,0,2,0,1045,1,30,0
3073,1,1,1,0,16,3,1043,1,30,0
3079,2,2,3,0.651699332,80,136,278,1,33,1
3080,1,1,3,0.721826578,26,34,283,1,37,1
3081,1,1,8,0.92905747,104,99,116,1,28,1
3085,1,1,1,0,18,0,55,1,17,1
3086,1,1,1,0,426,685,54,1,17,1
3089,1,1,1,0,17,17,59,1,15,1
3091,1,1,1,0,17,17,60,1,14,0
3101,1,1,22,0.760259939,7,5,312,1,22,1
3102,1,1,1,0,92,62,65,1,11,1
3107,1,1,1,0,41,27,74,1,7,1
3108,1,1,1,0,575,27,73,1,7,0
3113,1,1,4,0.780639062,7,4,183,0,3,1
3115,1,1,2,0.672294817,39,39,221,0,8,0
3128,1,1,1,0,92,62,65,1,11,0
3135,1,1,1,0,426,685,54,1,17,0
3137,3,3,4,0.736199152,72,35,173,1,27,0
3149,1,1,1,0,875,2250,24,1,6,1
3151,1,1,2,1,50,17,60,1,8,1
3154,1,1,2,0.998635964,72,20,125,1,1,1
3175,1,1,1,0,130,130,23,1,6,0
3178,1,1,1,0,102,0,49,0,2,0
3179,1,1,1,0,0,0,47,1,1,0
3187,1,1,1,0,13,13,76,0,2,0
3192,1,1,2,0.63185024,716,1691,41,0,4,0
3193,1,1,1,0,0,0,0,0,1,0
3196,1,1,1,0,2070,0,57,0,1,0
3197,1,1,1,0,0,0,0,0,1,0
3198,1,1,2,0.861381951,1368,235,34,0,6,0
3204,1,1,3,0,4,0,77,0,1,1
3219,1,1,1,0,167,17,60,1,16,0
3220,1,1,1,0,74,74,54,1,16,1
3225,1,1,1,0,18,18,55,1,14,1
3231,1,1,1,0,25,25,40,1,9,0
3235,1,1,1,0,100,25,40,1,7,1
3249,1,1,2,1,65,65,31,0,2,0
3266,1,1,10,0.604896649,119,131,262,1,19,0
3270,1,1,1,0,556,48,63,1,14,0
3273,1,1,1,0,23,23,86,1,8,0
3274,1,1,1,0,23,47,86,1,8,0
3275,1,1,1,0,57,34,88,1,7,1
3276,1,1,1,0,35,35,86,1,6,0
3277,1,1,1,0,198,174,86,1,6,1
3278,1,1,1,0,235,0,85,1,6,1
3279,1,1,1,0,930,704,71,1,5,1
3280,1,1,1,0,26,26,78,0,4,0
3284,1,1,1,0,15,0,67,1,1,0
3288,1,1,4,0.612670734,526,510,262,0,7,0
3289,1,1,1,0,57,34,88,1,8,0
3300,1,1,1,0,34,23,87,1,8,0
3306,1,1,1,0,7,7,146,1,18,0
3313,3,3,11,0.783189294,26,64,313,1,38,1
3316,1,1,1,0,13,7,150,1,16,1
3320,1,1,1,0,67,7,150,1,15,1
3321,1,1,1,0,41,41,146,1,15,1
3323,1,1,1,0,62,62,145,1,14,0
3324,2,2,2,0.121159309,982,3,308,1,13,1
3328,1,1,1,0,29,7,140,1,10,1
3329,1,1,1,0,399,138,138,1,10,1
3330,1,1,1,0,8,8,120,1,10,0
3331,1,1,4,0.847751097,13,1,696,1,26,1
3332,1,1,1,0,9,9,114,1,9,0
3339,1,1,1,0,342,324,111,1,9,1
3340,1,1,1,0,127,145,110,1,8,1
3343,1,1,1,0,348,170,112,1,8,1
3344,1,1,1,0,1221,2221,104,1,7,1
3347,1,1,1,0,281,170,171,1,4,0
3348,1,1,1,0,38,0,160,1,4,1
3349,1,1,1,0,19,19,156,1,4,1
3350,1,1,1,0,58,32,156,1,4,1
3351,1,1,1,0,200,123,155,1,4,1
3356,1,1,2,1,15,0,69,1,11,0
3357,1,1,1,0,19,19,108,0,2,0
3358,1,1,1,0,19,19,108,1,2,0
3359,1,1,1,0,0,0,108,0,1,1
3376,1,1,1,0,32,8,126,1,16,0
3377,1,1,1,0,106,8,123,1,13,0
3386,1,1,1,0,7,7,150,1,18,0
3389,1,1,3,0,29,0,45,0,1,0
3390,1,1,2,0,0,0,49,1,1,0
3395,1,1,1,0,11,6,181,1,7,1
3397,1,1,1,0,234,33,184,1,7,1
3400,2,2,4,0,0,0,131,1,1,1
3418,1,1,1,0,0,0,0,0,9,0
3421,1,1,1,0,0,37,164,0,2,0
3422,1,1,1,0,18,0,166,0,2,0
3427,1,1,1,0,5,5,182,1,10,0
3440,2,2,3,0.512196709,287,444,159,1,5,1
3444,2,2,3,0.998561915,26,24,169,1,8,1
3446,1,1,1,0,57,38,212,1,4,1
3449,1,1,1,0,9,0,212,1,3,0
3450,1,1,1,0,43,28,211,1,3,1
3475,3,3,3,0.483419426,283,418,302,1,26,1
3476,1,1,1,0,39,0,359,1,23,0
3489,1,1,3,1,3,3,308,1,23,0
3492,2,2,2,0.204668734,319,529,405,1,22,1
3500,1,1,2,0.591672779,3,1,803,1,22,0
3502,1,1,5,0.922851905,13,7,576,1,25,1
3506,1,1,1,0,26,2,495,1,16,1
3510,1,1,1,0,4,4,494,1,14,0
3512,1,1,1,0,0,8,493,1,13,0
3513,1,1,9,1,3,0,364,1,18,0
3514,1,1,6,0.673814072,12,2,437,1,16,1
3515,1,1,1,0,6,43,492,1,10,0
3517,1,1,2,0.970950594,5,3,598,1,10,0
3518,1,1,4,1,11,20,454,1,10,1
3520,1,1,1,0,8,17,474,1,7,0
3521,1,1,1,0,17,2,474,1,6,1
3523,1,1,1,0,11,2,472,1,5,1
3524,1,1,1,0,2,2,470,1,3,1
3528,1,1,3,0.935862393,37,17,393,0,3,1
3532,1,1,2,1,14,14,72,1,2,0
3533,1,1,1,0,44,0,68,1,1,0
3534,1,1,3,0,2,2,138,0,3,1
3555,1,1,1,0,24,2,502,1,16,0
3557,1,1,1,0,0,8,493,1,13,0
3562,1,1,2,0.639457132,43,4,1562,1,34,0
3564,1,1,6,0.921352102,2,7,565,1,27,0
3565,1,1,2,0.614138195,46,4,1437,1,34,0
3568,1,1,1,0,20,20,102,1,2,1
3573,1,1,1,0,0,0,69,1,1,1
3575,1,1,1,0,17,0,416,1,11,0
3578,2,3,3,0.772506886,3,2,1170,1,15,0
3580,2,2,2,0.99107606,5,4,475,1,14,0
3584,2,2,4,0.588429983,40,65,734,1,35,1
3590,1,1,1,0,36,0,384,1,10,0
3591,1,1,1,0,11,5,376,1,10,0
3592,1,1,1,0,27,5,374,1,10,0
3594,1,1,1,0,291,264,371,1,10,1
3595,1,1,12,0.980796372,6,9,273,1,34,0
3596,2,2,2,0.503258335,8,2,440,1,15,1
3602,2,2,8,0.904359614,7,6,328,1,33,1
3604,1,1,1,0,345,318,336,1,9,1
3607,1,1,1,0,19,6,323,1,8,1
3613,1,1,1,0,31,21,290,1,6,0
3614,1,1,1,0,7,7,287,1,6,0
3619,1,1,1,0,4,4,283,1,2,0
3620,1,1,1,0,14,7,283,1,1,0
3622,2,2,2,0.905646969,180,88,256,1,10,0
3624,1,1,1,0,3,0,291,1,6,0
3626,1,1,1,0,7,7,287,1,6,0
3627,1,1,1,0,11,6,361,1,10,0
3628,1,1,1,0,33,3,359,1,10,0
3635,2,2,6,0.539048181,42,39,567,1,43,1
3640,1,1,1,0,2,2,434,1,24,0
3642,1,1,1,0,77,0,431,1,23,1
3644,2,2,3,0.547894811,3,25,394,1,30,0
3647,1,1,1,0,7,5,412,1,23,1
3648,1,1,1,0,34,19,411,1,23,0
3649,1,1,1,0,88,5,408,1,23,1
3652,2,2,2,0.998845536,49,45,266,1,24,1
3653,1,1,1,0,428,438,400,1,23,1
3659,1,1,1,0,2,5,403,1,23,1
3661,1,1,1,0,30,17,403,1,22,1
3663,1,1,1,0,8,0,397,1,22,0
3664,1,1,1,0,8,5,394,1,21,0
3673,1,1,1,0,596,1377,337,1,18,1
3674,1,1,1,0,2,2,574,1,18,0
3675,2,2,4,0.975106032,5,5,378,1,29,1
3677,1,1,1,0,20,25,554,1,18,1
3680,1,1,1,0,319,43,558,1,18,1
3681,1,1,1,0,2,2,446,1,18,0
3682,1,1,1,0,2,2,446,0,17,0
3683,1,1,1,0,16,99,446,1,16,1
3688,1,1,1,0,2,2,484,1,12,1
3690,1,1,1,0,2,2,461,1,12,0
3698,1,1,1,0,2,4,445,1,7,0
3701,1,1,1,0,2,0,411,1,7,0
3702,1,1,1,0,63,22,411,1,7,0
3704,1,1,1,0,3,3,396,1,6,0
3706,1,1,1,0,3,3,396,1,6,0
3707,1,1,2,0.685064776,176,41,443,1,7,1
3708,1,1,1,0,0,0,306,1,3,0
3711,1,1,1,0,0,0,0,0,1,0
3721,1,1,2,0.88546529,73,80,474,1,12,0
3738,1,1,2,0.940285959,10,4,502,1,26,0
3742,1,1,1,0,4,4,461,1,12,0
3745,2,2,3,0.94639463,1,0,672,1,22,0
3746,1,1,1,0,2,9,462,1,11,0
3748,1,1,2,0.721928095,4,4,664,0,22,0
3750,1,1,1,0,17,17,465,0,11,0
3752,1,1,1,0,15,2,464,0,11,0
3755,1,1,1,0,4,12,496,0,11,0
3762,1,1,1,0,12,14,509,1,11,0
3763,1,1,1,0,6,10,510,0,11,0
3765,1,1,1,0,14,4,500,1,11,0
3767,1,1,3,0.287503235,37,33,663,1,23,0
3768,1,1,1,0,238,2,495,0,11,0
3776,1,1,1,0,302,214,583,1,19,0
3778,1,1,1,0,5,2,426,1,23,0
3779,1,1,1,0,85,5,425,1,23,0
3780,1,1,1,0,2,5,403,1,23,0
3783,1,1,1,0,2,2,433,1,24,0
3784,1,1,1,0,76,0,433,1,23,0
3787,1,1,1,0,162,0,117,1,17,1
3792,1,1,1,0,7,7,142,1,16,0
3793,1,1,1,0,77,42,142,1,15,0
3794,1,1,1,0,7,7,140,1,15,1
3797,1,1,1,0,429,536,140,1,15,1
3806,1,1,1,0,6,6,154,1,12,1
3808,1,1,1,0,104,71,154,1,12,1
3809,2,2,2,0.295181743,90,242,289,1,15,1
3812,1,1,1,0,4,0,228,1,11,1
3819,1,1,1,0,4,4,228,1,6,1
3821,1,1,1,0,62,0,227,1,4,1
3822,1,1,1,0,5,5,221,1,3,1
3823,1,1,2,0.998635964,80,8,132,1,1,0
3824,1,1,2,0.918295834,7,7,215,0,5,0
3841,1,1,1,0,4,0,230,1,11,0
3846,1,1,1,0,71,38,156,1,15,0
3847,1,1,1,0,71,39,155,1,15,0
3848,1,1,1,0,7,7,153,1,15,0
3850,1,1,1,0,7,7,142,1,16,0
3851,1,1,1,0,0,0,0,0,1,0
3854,1,1,1,0,1625,0,253,0,1,0
3869,2,2,2,0.811278124,3,3,354,1,22,0
3872,2,2,3,0.673706749,42,32,391,1,33,1
3873,2,2,2,0.924457141,59,26,311,1,21,1
3874,3,3,6,0.89120517,62,84,511,1,30,1
3876,2,3,19,0.91057315,23,10,384,1,35,1
3885,1,1,11,0.784234114,16,22,365,1,30,1
3887,1,1,4,0.976760476,2,9,560,1,23,1
3888,1,1,1,0,18,0,338,1,15,0
3889,1,1,1,0,3,3,333,1,15,0
3894,1,1,1,0,18,0,334,1,13,1
3896,1,1,2,1,3,3,314,1,13,0
3898,1,1,1,0,6,15,329,1,9,1
3899,1,1,1,0,3,3,332,1,8,0
3907,1,1,1,0,21,21,328,1,3,1
3928,2,2,2,0.936667382,70,24,272,1,21,0
3931,1,1,1,0,0,0,0,0,1,0
